item1,item2,count
white wine,canned fish,2
white wine,tea,2
abrasive cleaner,soft cheese,2
abrasive cleaner,domestic eggs,2
abrasive cleaner,salt,2
abrasive cleaner,pasta,2
abrasive cleaner,mustard,2
abrasive cleaner,canned fish,2
abrasive cleaner,misc. beverages,2
preservation products,citrus fruit,2
preservation products,whipped/sour cream,2
dish cleaner,spices,2
male cosmetics,pork,2
male cosmetics,whipped/sour cream,2
hygiene articles,liquor,2
liquor,cat food,2
dishes,pet care,2
dog food,ketchup,2
flower (seeds),frozen potato products,2
rum,mayonnaise,2
skin care,meat,2
flower (seeds),grapes,2
cooking chocolate,sausage,2
cooking chocolate,sugar,2
frozen vegetables,cream,2
frozen potato products,cream,2
roll products,cream,2
cat food,cream,2
kitchen utensil,tropical fruit,2
kitchen utensil,berries,2
liquor,flour,2
margarine,organic sausage,2
chewing gum,organic sausage,2
soups,meat,2
specialty vegetables,frankfurter,2
specialty vegetables,soups,2
instant coffee,hard cheese,2
cake bar,tidbits,2
shopping bags,rum,2
cling film/bags,roll products,2
artif. sweetener,packaged fruit/vegetables,2
nut snack,curd,2
newspapers,liver loaf,2
kitchen towels,candy,2
house keeping products,abrasive cleaner,2
specialty vegetables,pork,2
liquor,canned fish,2
waffles,liquor,2
pet care,flour,2
flower soil/fertilizer,pip fruit,2
flower soil/fertilizer,whole milk,2
candles,brown bread,2
dishes,specialty cheese,2
white wine,rice,2
decalcifier,specialty chocolate,2
photo/film,margarine,2
popcorn,canned fruit,2
napkins,canned fruit,2
salt,semi-finished bread,2
abrasive cleaner,hard cheese,2
detergent,snack products,2
liquor (appetizer),misc. beverages,2
specialty chocolate,organic products,2
curd cheese,processed cheese,2
ready soups,beef,2
kitchen towels,onions,2
kitchen towels,pickled vegetables,2
skin care,Instant food products,2
sauces,onions,2
canned vegetables,sauces,2
flower soil/fertilizer,soda,2
dental care,chicken,2
pudding powder,hamburger meat,2
hygiene articles,pudding powder,2
house keeping products,vinegar,2
house keeping products,pudding powder,2
house keeping products,skin care,2
abrasive cleaner,butter milk,2
dog food,condensed milk,2
canned beer,tea,2
cocoa drinks,oil,2
chocolate marshmallow,canned fish,2
sauces,meat,2
nut snack,berries,2
potted plants,pet care,2
napkins,soap,2
flower (seeds),soups,2
female sanitary products,spread cheese,2
cling film/bags,canned vegetables,2
male cosmetics,pasta,2
canned vegetables,frozen fish,2
seasonal products,canned vegetables,2
seasonal products,red/blush wine,2
sugar,zwieback,2
canned beer,sweet spreads,2
waffles,syrup,2
dish cleaner,syrup,2
cookware,mustard,2
cookware,chocolate,2
cookware,specialty bar,2
salty snack,turkey,2
house keeping products,pickled vegetables,2
house keeping products,sweet spreads,2
pet care,finished products,2
beverages,turkey,2
baking powder,beverages,2
canned beer,turkey,2
specialty chocolate,specialty cheese,2
nut snack,mustard,2
nut snack,liquor (appetizer),2
pet care,roll products,2
house keeping products,pasta,2
candles,dish cleaner,2
specialty vegetables,sausage,2
abrasive cleaner,hamburger meat,2
abrasive cleaner,ice cream,2
soap,bottled beer,2
cleaner,zwieback,2
cleaner,mustard,2
nut snack,hamburger meat,2
cookware,pickled vegetables,2
syrup,curd,2
syrup,butter milk,2
cleaner,spread cheese,2
cake bar,rice,2
salt,frozen fish,2
spices,turkey,2
spices,grapes,2
flower (seeds),frozen dessert,2
dog food,packaged fruit/vegetables,2
abrasive cleaner,waffles,2
cleaner,bottled beer,2
red/blush wine,semi-finished bread,2
pet care,frozen potato products,2
potted plants,popcorn,2
hair spray,coffee,2
cleaner,cereals,2
female sanitary products,nut snack,2
house keeping products,cereals,2
house keeping products,nut snack,2
dishes,instant coffee,2
chocolate marshmallow,Instant food products,2
cake bar,mayonnaise,2
red/blush wine,frozen potato products,2
male cosmetics,canned fish,2
candy,sparkling wine,2
curd cheese,beef,2
meat spreads,onions,2
newspapers,meat spreads,2
instant coffee,meat spreads,2
cooking chocolate,beef,2
detergent,fish,2
cleaner,misc. beverages,2
white wine,spices,2
liquor (appetizer),frankfurter,2
sugar,finished products,2
brandy,nuts/prunes,2
sauces,soft cheese,2
abrasive cleaner,roll products,2
napkins,artif. sweetener,2
napkins,rum,2
semi-finished bread,mayonnaise,2
salt,processed cheese,2
snack products,beverages,2
long life bakery product,curd cheese,2
skin care,canned beer,2
hygiene articles,nut snack,2
dish cleaner,liquor,2
oil,curd cheese,2
honey,butter,2
honey,white bread,2
honey,pasta,2
shopping bags,toilet cleaner,2
condensed milk,meat,2
specialty bar,prosecco,2
soap,frozen vegetables,2
pudding powder,sliced cheese,2
chocolate,brandy,2
honey,hamburger meat,2
whisky,brandy,2
misc. beverages,frozen fish,2
newspapers,canned fruit,2
light bulbs,citrus fruit,2
sparkling wine,mayonnaise,2
sauces,ham,2
canned fish,sauces,2
pet care,frozen fish,2
softener,salt,2
bathroom cleaner,cleaner,2
seasonal products,syrup,2
oil,fish,2
specialty bar,cereals,2
newspapers,cereals,2
popcorn,misc. beverages,2
pudding powder,rolls/buns,2
cooking chocolate,cream cheese,2
bottled water,organic sausage,2
skin care,pip fruit,2
snack products,sugar,2
soap,bottled water,2
frozen fruits,butter,2
ketchup,sliced cheese,2
bathroom cleaner,sliced cheese,2
napkins,prosecco,2
artif. sweetener,meat,2
cleaner,herbs,2
ready soups,mustard,2
Instant food products,salt,2
newspapers,nut snack,2
napkins,nut snack,2
shopping bags,specialty vegetables,2
syrup,beef,2
chocolate,fish,2
cleaner,canned beer,2
brandy,fruit/vegetable juice,2
frozen meals,nuts/prunes,2
tidbits,dessert,2
napkins,tidbits,2
nut snack,frozen fish,2
nut snack,frozen potato products,2
female sanitary products,frozen fish,2
potato products,UHT-milk,2
dental care,cleaner,2
bathroom cleaner,frozen dessert,1
bathroom cleaner,flour,1
bathroom cleaner,sweet spreads,1
bathroom cleaner,salty snack,1
artif. sweetener,whipped/sour cream,1
abrasive cleaner,artif. sweetener,1
bathroom cleaner,domestic eggs,1
bathroom cleaner,canned vegetables,1
condensed milk,herbs,1
white wine,herbs,1
white wine,condensed milk,1
candles,salt,1
bathroom cleaner,specialty bar,1
male cosmetics,fish,1
male cosmetics,long life bakery product,1
semi-finished bread,packaged fruit/vegetables,1
honey,butter milk,1
soda,honey,1
flower soil/fertilizer,beef,1
flower soil/fertilizer,herbs,1
flower soil/fertilizer,flour,1
flower soil/fertilizer,cling film/bags,1
cocoa drinks,butter milk,1
popcorn,cocoa drinks,1
liquor (appetizer),salt,1
spices,herbs,1
make up remover,butter,1
make up remover,yogurt,1
make up remover,bottled water,1
hygiene articles,make up remover,1
cookware,hard cheese,1
tea,baking powder,1
house keeping products,spices,1
cereals,citrus fruit,1
cereals,salt,1
skin care,frozen dessert,1
skin care,salt,1
skin care,canned vegetables,1
skin care,canned fish,1
potato products,frozen dessert,1
photo/film,turkey,1
photo/film,dishes,1
tea,soups,1
salad dressing,turkey,1
soap,pasta,1
rubbing alcohol,meat,1
rubbing alcohol,hamburger meat,1
pet care,beverages,1
zwieback,frozen potato products,1
cookware,salt,1
specialty bar,curd cheese,1
detergent,curd cheese,1
syrup,hard cheese,1
syrup,specialty fat,1
soap,liver loaf,1
soap,cream cheese,1
bathroom cleaner,dish cleaner,1
hygiene articles,bathroom cleaner,1
cake bar,pet care,1
softener,canned vegetables,1
dental care,frozen potato products,1
brandy,zwieback,1
waffles,honey,1
snack products,frankfurter,1
specialty bar,snack products,1
photo/film,liver loaf,1
photo/film,semi-finished bread,1
baby cosmetics,ham,1
baby cosmetics,pip fruit,1
baby cosmetics,curd,1
baby cosmetics,dessert,1
baby cosmetics,whipped/sour cream,1
baby cosmetics,sliced cheese,1
baby cosmetics,cream cheese,1
baby cosmetics,white bread,1
baby cosmetics,coffee,1
baby cosmetics,long life bakery product,1
organic products,turkey,1
organic products,beef,1
frozen dessert,spread cheese,1
baking powder,honey,1
red/blush wine,baking powder,1
newspapers,snack products,1
kitchen towels,frozen potato products,1
candles,frozen meals,1
candles,frozen potato products,1
soap,frozen meals,1
soap,frozen dessert,1
white wine,sliced cheese,1
light bulbs,sliced cheese,1
light bulbs,white wine,1
skin care,UHT-milk,1
hair spray,ham,1
hair spray,white bread,1
hair spray,margarine,1
soups,ketchup,1
liquor,grapes,1
liquor (appetizer),rum,1
candy,rum,1
cling film/bags,liquor (appetizer),1
abrasive cleaner,salty snack,1
waffles,meat spreads,1
candy,meat spreads,1
chocolate marshmallow,hard cheese,1
mustard,potato products,1
waffles,potato products,1
soap,potato products,1
soap,waffles,1
soap,chocolate marshmallow,1
vinegar,ham,1
sparkling wine,jam,1
cleaner,salt,1
cleaner,jam,1
dental care,artif. sweetener,1
cleaner,curd cheese,1
instant coffee,ready soups,1
decalcifier,frozen dessert,1
organic products,grapes,1
abrasive cleaner,frankfurter,1
flower (seeds),abrasive cleaner,1
brandy,frozen dessert,1
ice cream,finished products,1
chocolate marshmallow,tea,1
cake bar,liquor (appetizer),1
skin care,liquor (appetizer),1
skin care,seasonal products,1
female sanitary products,canned fruit,1
female sanitary products,candy,1
flour,fish,1
female sanitary products,herbs,1
newspapers,organic products,1
jam,nuts/prunes,1
potted plants,nuts/prunes,1
sparkling wine,flour,1
sparkling wine,sugar,1
dishes,packaged fruit/vegetables,1
dishes,sparkling wine,1
spread cheese,fish,1
ready soups,frozen fish,1
ready soups,artif. sweetener,1
rum,packaged fruit/vegetables,1
abrasive cleaner,packaged fruit/vegetables,1
abrasive cleaner,rum,1
nuts/prunes,chicken,1
nuts/prunes,hamburger meat,1
spread cheese,nuts/prunes,1
frozen potato products,nuts/prunes,1
Instant food products,nuts/prunes,1
Instant food products,frozen potato products,1
abrasive cleaner,beverages,1
brandy,sweet spreads,1
packaged fruit/vegetables,ham,1
flower (seeds),potato products,1
red/blush wine,vinegar,1
liqueur,beverages,1
liqueur,soda,1
cake bar,liqueur,1
ready soups,turkey,1
chocolate marshmallow,rice,1
dental care,flour,1
dental care,rice,1
potted plants,salt,1
sliced cheese,finished products,1
rum,canned vegetables,1
softener,canned fish,1
flower (seeds),canned fish,1
cocoa drinks,chicken,1
cocoa drinks,brown bread,1
cocoa drinks,flour,1
seasonal products,cocoa drinks,1
flower soil/fertilizer,domestic eggs,1
flower soil/fertilizer,photo/film,1
flower (seeds),mayonnaise,1
napkins,cocoa drinks,1
cleaner,seasonal products,1
potted plants,cleaner,1
dog food,specialty fat,1
softener,frozen fish,1
softener,specialty fat,1
cling film/bags,softener,1
organic products,pork,1
organic products,artif. sweetener,1
chocolate marshmallow,artif. sweetener,1
sparkling wine,berries,1
nuts/prunes,grapes,1
cream,grapes,1
cream,nuts/prunes,1
cream,onions,1
soft cheese,nuts/prunes,1
soft cheese,cream,1
rolls/buns,cream,1
pastry,cream,1
mustard,nuts/prunes,1
mustard,cream,1
specialty bar,nuts/prunes,1
specialty bar,cream,1
dental care,nuts/prunes,1
dental care,cream,1
shopping bags,cream,1
potted plants,ready soups,1
curd cheese,turkey,1
rice,curd cheese,1
vinegar,turkey,1
vinegar,curd cheese,1
specialty bar,herbs,1
zwieback,roll products,1
meat spreads,frozen dessert,1
dish cleaner,instant coffee,1
toilet cleaner,grapes,1
toilet cleaner,butter,1
pasta,processed cheese,1
misc. beverages,specialty vegetables,1
rum,sauces,1
skin care,sauces,1
skin care,rum,1
skin care,processed cheese,1
skin care,rice,1
dishes,processed cheese,1
dishes,semi-finished bread,1
kitchen towels,processed cheese,1
kitchen towels,long life bakery product,1
soft cheese,finished products,1
baby food,sausage,1
baby food,finished products,1
baby food,tropical fruit,1
baby food,pip fruit,1
baby food,other vegetables,1
baby food,butter,1
baby food,curd,1
baby food,dessert,1
baby food,butter milk,1
baby food,yogurt,1
baby food,whipped/sour cream,1
baby food,soft cheese,1
baby food,frozen vegetables,1
baby food,rolls/buns,1
baby food,white bread,1
baby food,brown bread,1
baby food,pastry,1
baby food,pasta,1
baby food,soups,1
fruit/vegetable juice,baby food,1
salty snack,soups,1
salty snack,baby food,1
waffles,baby food,1
cake bar,baby food,1
chocolate,baby food,1
shopping bags,baby food,1
cocoa drinks,hamburger meat,1
cocoa drinks,packaged fruit/vegetables,1
cocoa drinks,vinegar,1
red/blush wine,meat,1
dish cleaner,pet care,1
kitchen towels,red/blush wine,1
cookware,onions,1
pudding powder,spread cheese,1
pudding powder,frozen potato products,1
pudding powder,white bread,1
brandy,pasta,1
light bulbs,pasta,1
light bulbs,syrup,1
light bulbs,chocolate,1
male cosmetics,processed cheese,1
male cosmetics,ketchup,1
softener,pickled vegetables,1
tidbits,chicken,1
margarine,tidbits,1
baking powder,tidbits,1
white wine,tidbits,1
candy,tidbits,1
baby cosmetics,cake bar,1
shopping bags,baby cosmetics,1
hard cheese,liver loaf,1
flour,liver loaf,1
specialty fat,liver loaf,1
specialty fat,ham,1
specialty fat,beverages,1
soups,liver loaf,1
skin care,liver loaf,1
skin care,beverages,1
skin care,soft cheese,1
skin care,cream cheese,1
skin care,pasta,1
skin care,specialty fat,1
skin care,soups,1
candles,ham,1
candles,skin care,1
bathroom cleaner,misc. beverages,1
cereals,finished products,1
abrasive cleaner,detergent,1
cleaner,berries,1
whisky,canned beer,1
cookware,frankfurter,1
cookware,dog food,1
potted plants,frozen potato products,1
male cosmetics,beverages,1
male cosmetics,brandy,1
cookware,brandy,1
cookware,male cosmetics,1
house keeping products,popcorn,1
canned beer,curd cheese,1
jam,baking powder,1
cleaner,canned vegetables,1
pasta,turkey,1
dental care,liver loaf,1
dental care,turkey,1
dishes,dental care,1
canned vegetables,rice,1
canned vegetables,organic sausage,1
newspapers,organic sausage,1
cleaner,frozen dessert,1
specialty bar,vinegar,1
ketchup,grapes,1
ketchup,butter milk,1
light bulbs,abrasive cleaner,1
dog food,canned vegetables,1
light bulbs,cream cheese,1
meat spreads,canned fruit,1
female sanitary products,packaged fruit/vegetables,1
female sanitary products,instant coffee,1
potted plants,instant coffee,1
specialty chocolate,spread cheese,1
hair spray,finished products,1
hair spray,beef,1
hair spray,spread cheese,1
hair spray,waffles,1
hair spray,chocolate,1
hair spray,specialty chocolate,1
female sanitary products,brandy,1
female sanitary products,detergent,1
detergent,frozen fruits,1
photo/film,ice cream,1
photo/film,frozen potato products,1
photo/film,specialty bar,1
condensed milk,grapes,1
decalcifier,citrus fruit,1
decalcifier,long life bakery product,1
cling film/bags,fish,1
skin care,sweet spreads,1
dog food,canned fruit,1
detergent,canned fruit,1
dental care,detergent,1
snack products,sausage,1
snack products,dessert,1
snack products,canned fruit,1
white wine,frozen dessert,1
cream cheese,cream,1
decalcifier,berries,1
decalcifier,brown bread,1
decalcifier,pastry,1
decalcifier,margarine,1
organic sausage,liver loaf,1
female sanitary products,beef,1
cookware,pasta,1
cookware,dishes,1
softener,sauces,1
brandy,pickled vegetables,1
house keeping products,canned vegetables,1
softener,processed cheese,1
decalcifier,softener,1
pet care,pickled vegetables,1
coffee,canned fruit,1
tea,mayonnaise,1
tea,rice,1
tea,canned fruit,1
candles,canned fruit,1
candles,tea,1
Instant food products,curd cheese,1
salad dressing,meat,1
domestic eggs,salad dressing,1
white bread,salad dressing,1
salt,salad dressing,1
bottled beer,salad dressing,1
pudding powder,pastry,1
bottled beer,pudding powder,1
male cosmetics,pudding powder,1
flower (seeds),male cosmetics,1
photo/film,candles,1
candles,cooking chocolate,1
cling film/bags,sauces,1
sauces,herbs,1
rubbing alcohol,turkey,1
rubbing alcohol,sauces,1
rubbing alcohol,pickled vegetables,1
hygiene articles,sauces,1
flower (seeds),turkey,1
flower (seeds),sauces,1
flower (seeds),pickled vegetables,1
flower (seeds),rubbing alcohol,1
female sanitary products,vinegar,1
cooking chocolate,salty snack,1
canned vegetables,grapes,1
snack products,tea,1
UHT-milk,organic sausage,1
pickled vegetables,organic sausage,1
cat food,organic sausage,1
female sanitary products,organic sausage,1
salad dressing,UHT-milk,1
salty snack,salad dressing,1
dog food,liver loaf,1
softener,spread cheese,1
rum,roll products,1
rum,coffee,1
cereals,ketchup,1
syrup,frozen fish,1
detergent,syrup,1
cake bar,Instant food products,1
seasonal products,sweet spreads,1
Instant food products,roll products,1
softener,vinegar,1
dog food,artif. sweetener,1
bathroom cleaner,fish,1
soap,fish,1
soap,bathroom cleaner,1
canned fruit,semi-finished bread,1
cling film/bags,pet care,1
specialty vegetables,condensed milk,1
dish cleaner,specialty vegetables,1
male cosmetics,soft cheese,1
male cosmetics,pickled vegetables,1
male cosmetics,specialty vegetables,1
cling film/bags,specialty vegetables,1
jam,mayonnaise,1
snack products,frozen meals,1
ready soups,frozen vegetables,1
ready soups,ketchup,1
ready soups,spices,1
popcorn,ready soups,1
syrup,frozen dessert,1
white bread,curd cheese,1
semi-finished bread,curd cheese,1
softener,curd cheese,1
softener,seasonal products,1
flower soil/fertilizer,sausage,1
flower soil/fertilizer,citrus fruit,1
flower soil/fertilizer,yogurt,1
flower soil/fertilizer,whipped/sour cream,1
flower soil/fertilizer,hard cheese,1
flower soil/fertilizer,curd cheese,1
flower soil/fertilizer,semi-finished bread,1
flower soil/fertilizer,cat food,1
flower soil/fertilizer,seasonal products,1
flower soil/fertilizer,softener,1
flower (seeds),curd cheese,1
cake bar,spread cheese,1
cake bar,baking powder,1
skin care,cocoa drinks,1
nut snack,red/blush wine,1
cookware,condensed milk,1
cookware,red/blush wine,1
cookware,nut snack,1
frozen potato products,beverages,1
specialty chocolate,artif. sweetener,1
house keeping products,artif. sweetener,1
liquor,onions,1
liquor,pasta,1
kitchen towels,mustard,1
syrup,cream cheese,1
syrup,cat food,1
kitchen towels,baking powder,1
frozen dessert,mayonnaise,1
female sanitary products,ice cream,1
female sanitary products,frozen dessert,1
cling film/bags,seasonal products,1
frozen dessert,nuts/prunes,1
sweet spreads,nuts/prunes,1
light bulbs,nuts/prunes,1
light bulbs,frozen dessert,1
light bulbs,sweet spreads,1
red/blush wine,syrup,1
salty snack,syrup,1
popcorn,syrup,1
popcorn,red/blush wine,1
specialty chocolate,jam,1
chewing gum,dog food,1
tidbits,beverages,1
dental care,tidbits,1
female sanitary products,specialty vegetables,1
brandy,hard cheese,1
brandy,canned fish,1
brandy,herbs,1
waffles,brandy,1
skin care,herbs,1
candy,pudding powder,1
shopping bags,pudding powder,1
photo/film,sweet spreads,1
whisky,meat,1
whisky,beef,1
whisky,root vegetables,1
whisky,butter,1
white wine,whisky,1
napkins,whisky,1
dishes,artif. sweetener,1
specialty fat,meat,1
spices,specialty fat,1
softener,berries,1
flower (seeds),zwieback,1
sparkling wine,condensed milk,1
salty snack,sparkling wine,1
hair spray,onions,1
hair spray,flour,1
hair spray,sugar,1
hair spray,bottled water,1
hair spray,red/blush wine,1
Instant food products,condensed milk,1
sweet spreads,specialty cheese,1
butter milk,liver loaf,1
pet care,rice,1
canned beer,jam,1
red/blush wine,jam,1
cling film/bags,jam,1
cling film/bags,red/blush wine,1
red/blush wine,tea,1
jam,zwieback,1
dishes,chocolate marshmallow,1
dish cleaner,specialty fat,1
honey,hard cheese,1
candy,honey,1
light bulbs,salt,1
light bulbs,soups,1
light bulbs,male cosmetics,1
coffee,nuts/prunes,1
liquor (appetizer),nuts/prunes,1
liquor (appetizer),condensed milk,1
grapes,organic sausage,1
seasonal products,organic sausage,1
liquor (appetizer),soft cheese,1
chocolate marshmallow,tidbits,1
jam,specialty fat,1
artif. sweetener,hard cheese,1
cling film/bags,artif. sweetener,1
jam,UHT-milk,1
flower (seeds),mustard,1
spices,sugar,1
rubbing alcohol,onions,1
chewing gum,red/blush wine,1
liquor (appetizer),dessert,1
chocolate marshmallow,jam,1
bathroom cleaner,dessert,1
bathroom cleaner,jam,1
light bulbs,jam,1
light bulbs,chocolate marshmallow,1
light bulbs,bathroom cleaner,1
Instant food products,finished products,1
flower (seeds),Instant food products,1
frozen fruits,pip fruit,1
frozen fruits,berries,1
frozen meals,frozen fruits,1
potato products,beverages,1
kitchen towels,potato products,1
kitchen towels,chocolate marshmallow,1
cookware,berries,1
flower (seeds),cookware,1
salty snack,rum,1
liquor (appetizer),spread cheese,1
honey,grapes,1
honey,dessert,1
honey,margarine,1
specialty chocolate,honey,1
cling film/bags,honey,1
liquor,salt,1
rice,beverages,1
rice,ice cream,1
sweet spreads,rice,1
potted plants,fish,1
hair spray,long life bakery product,1
hair spray,candy,1
canned fruit,ice cream,1
canned beer,canned fruit,1
dental care,specialty cheese,1
organic products,salt,1
bottled beer,organic products,1
female sanitary products,salt,1
female sanitary products,organic products,1
specialty vegetables,curd,1
frozen dessert,turkey,1
dog food,meat,1
dog food,frozen dessert,1
rum,meat,1
rum,turkey,1
rum,hard cheese,1
rum,frozen meals,1
rum,salt,1
rum,rice,1
rum,oil,1
rum,dog food,1
cooking chocolate,turkey,1
cooking chocolate,onions,1
cooking chocolate,sliced cheese,1
cooking chocolate,frozen dessert,1
cooking chocolate,salt,1
cooking chocolate,rice,1
cooking chocolate,dog food,1
cooking chocolate,rum,1
canned beer,frozen potato products,1
bottled beer,meat spreads,1
chewing gum,ketchup,1
decalcifier,beef,1
decalcifier,hamburger meat,1
decalcifier,curd,1
decalcifier,mustard,1
decalcifier,ketchup,1
decalcifier,meat spreads,1
decalcifier,canned fish,1
decalcifier,bottled beer,1
hygiene articles,meat spreads,1
white wine,liver loaf,1
white wine,liquor,1
specialty fat,hamburger meat,1
specialty fat,sliced cheese,1
specialty vegetables,butter,1
specialty vegetables,mayonnaise,1
specialty vegetables,frozen potato products,1
specialty vegetables,rice,1
canned fish,specialty vegetables,1
instant coffee,rice,1
instant coffee,specialty vegetables,1
liquor (appetizer),hamburger meat,1
liquor (appetizer),sliced cheese,1
liquor (appetizer),mayonnaise,1
liquor (appetizer),frozen potato products,1
liquor (appetizer),rice,1
liquor (appetizer),specialty fat,1
liquor (appetizer),specialty vegetables,1
liquor (appetizer),instant coffee,1
chocolate,specialty vegetables,1
house keeping products,mayonnaise,1
house keeping products,specialty fat,1
house keeping products,specialty vegetables,1
house keeping products,liquor (appetizer),1
light bulbs,mustard,1
cookware,potato products,1
cookware,margarine,1
dishes,softener,1
candles,cake bar,1
frozen fruits,onions,1
canned beer,frozen fruits,1
candles,abrasive cleaner,1
brandy,ham,1
rice,spread cheese,1
mayonnaise,nuts/prunes,1
oil,nuts/prunes,1
baking powder,nuts/prunes,1
specialty cheese,nuts/prunes,1
male cosmetics,nuts/prunes,1
male cosmetics,specialty cheese,1
male cosmetics,salty snack,1
male cosmetics,chocolate,1
frozen fish,finished products,1
canned fish,finished products,1
dental care,finished products,1
potted plants,dental care,1
red/blush wine,hard cheese,1
misc. beverages,spices,1
brandy,frozen fish,1
meat spreads,herbs,1
meat spreads,vinegar,1
meat spreads,oil,1
meat spreads,soups,1
candles,meat spreads,1
liquor (appetizer),cat food,1
tea,UHT-milk,1
sparkling wine,white wine,1
chocolate,curd cheese,1
candles,butter milk,1
candles,curd cheese,1
photo/film,kitchen towels,1
tidbits,soft cheese,1
light bulbs,cake bar,1
softener,sugar,1
softener,soups,1
specialty bar,meat spreads,1
potted plants,sparkling wine,1
red/blush wine,pasta,1
chewing gum,spread cheese,1
pet care,condensed milk,1
spread cheese,herbs,1
dog food,spread cheese,1
vinegar,frozen fish,1
cereals,liver loaf,1
kitchen towels,liver loaf,1
spices,salt,1
syrup,ketchup,1
syrup,pickled vegetables,1
skin care,ketchup,1
skin care,syrup,1
salad dressing,hamburger meat,1
salad dressing,whole milk,1
frozen dessert,salad dressing,1
rice,salad dressing,1
salty snack,frozen chicken,1
soups,curd cheese,1
chewing gum,curd cheese,1
house keeping products,dishes,1
red/blush wine,turkey,1
liqueur,root vegetables,1
liqueur,yogurt,1
liqueur,whipped/sour cream,1
liqueur,baking powder,1
popcorn,meat,1
nut snack,canned beer,1
nut snack,popcorn,1
spices,ham,1
spices,flour,1
cocoa drinks,rice,1
cocoa drinks,canned fish,1
red/blush wine,cocoa drinks,1
specialty chocolate,pet care,1
specialty bar,rice,1
dog food,soft cheese,1
specialty bar,condensed milk,1
sound storage medium,ham,1
sound storage medium,frozen potato products,1
sound storage medium,white bread,1
sound storage medium,pastry,1
sound storage medium,cat food,1
sound storage medium,bottled water,1
sound storage medium,soda,1
sound storage medium,candy,1
shopping bags,sound storage medium,1
decalcifier,frozen fish,1
decalcifier,flour,1
hard cheese,organic sausage,1
long life bakery product,organic sausage,1
detergent,organic sausage,1
house keeping products,organic sausage,1
dishes,organic sausage,1
dish cleaner,processed cheese,1
flower soil/fertilizer,processed cheese,1
frozen dessert,finished products,1
canned fruit,finished products,1
canned fruit,onions,1
canned fruit,canned vegetables,1
liquor (appetizer),sugar,1
bottled beer,frozen chicken,1
shopping bags,frozen chicken,1
ready soups,butter milk,1
misc. beverages,ready soups,1
toilet cleaner,tropical fruit,1
toilet cleaner,herbs,1
toilet cleaner,ice cream,1
toilet cleaner,chocolate marshmallow,1
toilet cleaner,candy,1
dental care,herbs,1
white wine,rum,1
flower (seeds),rum,1
chewing gum,whisky,1
specialty bar,roll products,1
softener,soft cheese,1
softener,specialty chocolate,1
baby cosmetics,chicken,1
baby cosmetics,root vegetables,1
kitchen towels,baby cosmetics,1
nut snack,pickled vegetables,1
seasonal products,condensed milk,1
seasonal products,nut snack,1
red/blush wine,pickled vegetables,1
jam,vinegar,1
kitchen towels,specialty cheese,1
canned beer,tidbits,1
red/blush wine,tidbits,1
flower (seeds),frozen fish,1
dish cleaner,softener,1
meat spreads,ham,1
meat spreads,roll products,1
meat spreads,pasta,1
pasta,frozen fish,1
chocolate marshmallow,turkey,1
chocolate marshmallow,grapes,1
flour,nuts/prunes,1
cat food,nuts/prunes,1
bottled water,nuts/prunes,1
softener,nuts/prunes,1
softener,flour,1
hygiene articles,nuts/prunes,1
toilet cleaner,sliced cheese,1
toilet cleaner,pickled vegetables,1
bathroom cleaner,butter milk,1
cleaner,dog food,1
cleaner,specialty bar,1
whisky,pork,1
whisky,pip fruit,1
whisky,onions,1
whisky,whole milk,1
whisky,dessert,1
whisky,yogurt,1
cake bar,roll products,1
kitchen towels,turkey,1
kitchen towels,cake bar,1
dental care,specialty vegetables,1
hygiene articles,specialty vegetables,1
canned vegetables,Instant food products,1
liquor,fish,1
cake bar,vinegar,1
semi-finished bread,beverages,1
decalcifier,grapes,1
decalcifier,cat food,1
bathroom cleaner,cat food,1
bathroom cleaner,chewing gum,1
bathroom cleaner,decalcifier,1
dishes,decalcifier,1
dishes,bathroom cleaner,1
kitchen towels,decalcifier,1
kitchen towels,bathroom cleaner,1
female sanitary products,dog food,1
make up remover,pip fruit,1
make up remover,detergent,1
red/blush wine,roll products,1
cooking chocolate,misc. beverages,1
chocolate marshmallow,pet care,1
snack products,UHT-milk,1
pickled vegetables,curd cheese,1
spread cheese,beverages,1
mustard,liver loaf,1
frozen dessert,specialty cheese,1
honey,pork,1
canned vegetables,honey,1
chocolate marshmallow,canned vegetables,1
candles,onions,1
specialty chocolate,nut snack,1
prosecco,pip fruit,1
seasonal products,prosecco,1
snack products,pet care,1
frozen chicken,pork,1
frozen chicken,tropical fruit,1
frozen chicken,dessert,1
frozen chicken,frozen meals,1
coffee,frozen chicken,1
chocolate,frozen chicken,1
dental care,frozen meals,1
dental care,frozen chicken,1
kitchen towels,frozen chicken,1
newspapers,frozen chicken,1
semi-finished bread,specialty cheese,1
specialty fat,frozen meals,1
specialty fat,brown bread,1
pudding powder,soft cheese,1
pudding powder,specialty fat,1
pickled vegetables,specialty fat,1
make up remover,frankfurter,1
make up remover,other vegetables,1
make up remover,pet care,1
ready soups,mayonnaise,1
ready soups,white bread,1
baking powder,ready soups,1
liquor (appetizer),frozen dessert,1
brandy,chicken,1
brandy,sliced cheese,1
softener,sliced cheese,1
softener,specialty cheese,1
softener,brandy,1
potted plants,brandy,1
sugar,frozen potato products,1
dish cleaner,seasonal products,1
white wine,specialty fat,1
kitchen towels,specialty fat,1
cat food,meat spreads,1
